schedule_id,staff_id,staff_name,role,shift_date,shift_start,shift_end,assigned_unit,assigned_area
SCH00000970,STF7091,Nurse Smith,RN,2026-01-20,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000971,STF2411,Dr. Smith,PA,2026-01-20,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000972,STF6942, Johnson,Physician,2026-01-20,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000973,STF4270,Dr. Brown,RN,2026-01-20,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000974,STF6143,Nurse Smith,RN,2026-01-20,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000975,STF9260, Williams,Physical Therapist,2026-01-20,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000976,STF5801, Brown,Physician,2026-01-20,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000977,STF7769,Dr. Brown,Physical Therapist,2026-01-20,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000978,STF6646,Nurse Brown,CNA,2026-01-20,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000979,STF2893, Jones,NP,2026-01-20,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000980,STF8768,Dr. Johnson,Physician,2026-01-20,07:00,15:00,Pediatrics,Pediatrics - Zone C
SCH00000981,STF2158,Dr. Johnson,RN,2026-01-20,07:00,15:00,Pediatrics,Pediatrics - Zone B
SCH00000982,STF6763,Dr. Johnson,Respiratory Therapist,2026-01-20,23:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000983,STF2125, Williams,Pharmacist,2026-01-20,07:00,15:00,Pediatrics,Pediatrics - Zone A
SCH00000984,STF8173,Nurse Johnson,Resident,2026-01-20,23:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00000985,STF7892,Nurse Jones,Respiratory Therapist,2026-01-20,07:00,19:00,Pediatrics,Pediatrics - Zone B
SCH00000986,STF8133,Dr. Jones,RN,2026-01-20,15:00,23:00,Pediatrics,Pediatrics - Zone B
SCH00000987,STF9977, Jones,Physician,2026-01-20,07:00,15:00,Pediatrics,Pediatrics - Zone B
SCH00000988,STF4198,Nurse Johnson,Respiratory Therapist,2026-01-20,07:00,15:00,Pediatrics,Pediatrics - Zone A
SCH00000989,STF7268, Smith,Resident,2026-01-20,15:00,23:00,Pediatrics,Pediatrics - Zone A
SCH00000990,STF6420,Nurse Williams,PA,2026-01-20,07:00,19:00,Pediatrics,Pediatrics - Zone B
SCH00000991,STF1821, Williams,NP,2026-01-20,07:00,15:00,Pediatrics,Pediatrics - Zone B
SCH00000992,STF6774,Dr. Johnson,LPN,2026-01-20,07:00,15:00,Pediatrics,Pediatrics - Zone B
SCH00000993,STF3994, Williams,RN,2026-01-20,23:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00000994,STF2755, Williams,RN,2026-01-20,15:00,23:00,Emergency Department,Emergency Department - Zone C
SCH00000995,STF1451,Dr. Smith,Physical Therapist,2026-01-20,07:00,19:00,Emergency Department,Emergency Department - Zone A
SCH00000996,STF2640,Dr. Jones,Pharmacist,2026-01-20,23:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00000997,STF1312, Brown,CNA,2026-01-20,07:00,15:00,Emergency Department,Emergency Department - Zone B
SCH00000998,STF7374, Smith,RN,2026-01-20,19:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000999,STF7653,Nurse Williams,Physical Therapist,2026-01-20,07:00,15:00,Emergency Department,Emergency Department - Zone A
SCH00001000,STF2362, Johnson,CNA,2026-01-20,07:00,19:00,Emergency Department,Emergency Department - Zone A
SCH00001001,STF3985,Nurse Smith,Pharmacist,2026-01-20,07:00,15:00,Emergency Department,Emergency Department - Zone C
SCH00001002,STF1173,Dr. Smith,CNA,2026-01-20,15:00,23:00,Emergency Department,Emergency Department - Zone C
SCH00001003,STF6234, Johnson,LPN,2026-01-20,07:00,15:00,Emergency Department,Emergency Department - Zone A
SCH00001004,STF6685, Jones,Physical Therapist,2026-01-20,07:00,15:00,Emergency Department,Emergency Department - Zone B
SCH00001005,STF6567,Dr. Brown,RN,2026-01-20,15:00,23:00,Emergency Department,Emergency Department - Zone B
SCH00001006,STF2636,Nurse Jones,Pharmacist,2026-01-20,19:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00001007,STF1811,Nurse Smith,PA,2026-01-20,23:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00001008,STF4778,Nurse Williams,LPN,2026-01-20,07:00,19:00,Emergency Department,Emergency Department - Zone A
SCH00001009,STF4542, Jones,Resident,2026-01-20,07:00,19:00,Emergency Department,Emergency Department - Zone A
SCH00001010,STF2941,Dr. Smith,RN,2026-01-20,07:00,15:00,Emergency Department,Emergency Department - Zone B
SCH00001011,STF4514, Williams,NP,2026-01-20,07:00,19:00,Emergency Department,Emergency Department - Zone C
SCH00001012,STF2055, Jones,LPN,2026-01-20,23:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00001013,STF2536, Johnson,Physician,2026-01-20,07:00,15:00,Emergency Department,Emergency Department - Zone C
SCH00001014,STF6670, Williams,Physician,2026-01-20,07:00,15:00,Telemetry,Telemetry - Zone C
SCH00001015,STF3400,Dr. Smith,RN,2026-01-20,07:00,15:00,Telemetry,Telemetry - Zone B
SCH00001016,STF1971, Smith,NP,2026-01-20,15:00,23:00,Telemetry,Telemetry - Zone C
SCH00001017,STF1314, Smith,NP,2026-01-20,23:00,07:00,Telemetry,Telemetry - Zone B
SCH00001018,STF2207,Nurse Brown,Respiratory Therapist,2026-01-20,15:00,23:00,Telemetry,Telemetry - Zone C
SCH00001019,STF5305, Williams,RN,2026-01-20,19:00,07:00,Telemetry,Telemetry - Zone B
SCH00001020,STF3053,Nurse Williams,Physician,2026-01-20,19:00,07:00,Telemetry,Telemetry - Zone C
SCH00001021,STF7143,Nurse Brown,Physician,2026-01-20,07:00,19:00,Telemetry,Telemetry - Zone A
SCH00001022,STF8511,Nurse Smith,NP,2026-01-20,19:00,07:00,Telemetry,Telemetry - Zone B
SCH00001023,STF4571,Dr. Brown,CNA,2026-01-20,07:00,15:00,Telemetry,Telemetry - Zone A
SCH00001024,STF4481,Dr. Brown,NP,2026-01-20,07:00,15:00,Telemetry,Telemetry - Zone B
SCH00001025,STF4008, Williams,Resident,2026-01-20,07:00,19:00,Telemetry,Telemetry - Zone B
SCH00001026,STF4010,Dr. Jones,Physical Therapist,2026-01-20,07:00,19:00,Telemetry,Telemetry - Zone C
SCH00001027,STF3448,Nurse Smith,Physician,2026-01-20,19:00,07:00,Telemetry,Telemetry - Zone B
SCH00001028,STF2142,Dr. Brown,RN,2026-01-20,07:00,19:00,Telemetry,Telemetry - Zone C
SCH00001029,STF1760, Jones,PA,2026-01-20,19:00,07:00,Telemetry,Telemetry - Zone A
SCH00001030,STF7783,Dr. Johnson,Respiratory Therapist,2026-01-20,07:00,15:00,Telemetry,Telemetry - Zone A
SCH00001031,STF2911,Nurse Johnson,LPN,2026-01-20,15:00,23:00,Telemetry,Telemetry - Zone B
SCH00001032,STF3229, Williams,Physical Therapist,2026-01-20,07:00,19:00,Telemetry,Telemetry - Zone B
SCH00001033,STF8479, Brown,PA,2026-01-20,23:00,07:00,Telemetry,Telemetry - Zone C
SCH00001034,STF6296,Dr. Jones,Physical Therapist,2026-01-20,19:00,07:00,Telemetry,Telemetry - Zone A
SCH00001035,STF6106,Dr. Johnson,CNA,2026-01-20,15:00,23:00,Oncology,Oncology - Zone A
SCH00001036,STF7866,Dr. Brown,CNA,2026-01-20,07:00,19:00,Oncology,Oncology - Zone C
SCH00001037,STF7062,Dr. Williams,PA,2026-01-20,23:00,07:00,Oncology,Oncology - Zone A
SCH00001038,STF8568, Johnson,Pharmacist,2026-01-20,07:00,19:00,Oncology,Oncology - Zone C
SCH00001039,STF1017,Nurse Johnson,Pharmacist,2026-01-20,07:00,19:00,Oncology,Oncology - Zone A
SCH00001040,STF4697,Dr. Brown,Respiratory Therapist,2026-01-20,07:00,19:00,Oncology,Oncology - Zone A
SCH00001041,STF3756, Johnson,LPN,2026-01-20,23:00,07:00,Oncology,Oncology - Zone C
SCH00001042,STF2106, Jones,PA,2026-01-20,23:00,07:00,Oncology,Oncology - Zone A
SCH00001043,STF9009,Dr. Brown,RN,2026-01-20,07:00,15:00,Oncology,Oncology - Zone C
SCH00001044,STF2743,Dr. Jones,LPN,2026-01-20,23:00,07:00,Oncology,Oncology - Zone B
SCH00001045,STF7085,Dr. Jones,PA,2026-01-20,23:00,07:00,Oncology,Oncology - Zone C
SCH00001046,STF6127,Nurse Johnson,Physical Therapist,2026-01-20,15:00,23:00,Oncology,Oncology - Zone C
SCH00001047,STF2543,Dr. Smith,NP,2026-01-20,23:00,07:00,Oncology,Oncology - Zone C
SCH00001048,STF6565, Jones,Physician,2026-01-20,15:00,23:00,Oncology,Oncology - Zone C
SCH00001049,STF4538, Johnson,LPN,2026-01-20,23:00,07:00,Oncology,Oncology - Zone B
SCH00001050,STF9331, Williams,Physical Therapist,2026-01-20,15:00,23:00,Oncology,Oncology - Zone A
SCH00001051,STF6434,Dr. Jones,Resident,2026-01-20,07:00,19:00,Oncology,Oncology - Zone C
SCH00001052,STF3262,Dr. Smith,CNA,2026-01-20,15:00,23:00,Oncology,Oncology - Zone A
SCH00001053,STF3910,Nurse Jones,Respiratory Therapist,2026-01-20,19:00,07:00,Oncology,Oncology - Zone C
SCH00001054,STF3088,Dr. Smith,Physician,2026-01-20,19:00,07:00,Oncology,Oncology - Zone C
SCH00001055,STF5128,Nurse Williams,LPN,2026-01-20,07:00,15:00,Oncology,Oncology - Zone B
SCH00001056,STF4463,Dr. Smith,CNA,2026-01-20,23:00,07:00,Oncology,Oncology - Zone C
SCH00001057,STF7905, Johnson,PA,2026-01-20,23:00,07:00,Oncology,Oncology - Zone C
SCH00001058,STF3073, Johnson,RN,2026-01-20,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00001059,STF1830,Dr. Johnson,Resident,2026-01-20,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00001060,STF8191, Smith,Pharmacist,2026-01-20,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00001061,STF4992,Dr. Jones,PA,2026-01-20,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00001062,STF2532,Nurse Williams,NP,2026-01-20,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00001063,STF7485,Dr. Williams,Physician,2026-01-20,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00001064,STF4781,Nurse Brown,Pharmacist,2026-01-20,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00001065,STF2572,Dr. Smith,Physical Therapist,2026-01-20,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00001066,STF1375,Nurse Smith,CNA,2026-01-20,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00001067,STF8695,Dr. Johnson,Resident,2026-01-20,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00001068,STF2955, Jones,RN,2026-01-21,07:00,15:00,ICU,ICU - Zone A
SCH00001069,STF5520,Nurse Johnson,LPN,2026-01-21,23:00,07:00,ICU,ICU - Zone B
SCH00001070,STF3471,Dr. Brown,Physical Therapist,2026-01-21,07:00,19:00,ICU,ICU - Zone A
SCH00001071,STF8976,Nurse Brown,RN,2026-01-21,23:00,07:00,ICU,ICU - Zone A
SCH00001072,STF7038,Dr. Brown,NP,2026-01-21,15:00,23:00,ICU,ICU - Zone B
SCH00001073,STF4831, Jones,NP,2026-01-21,19:00,07:00,ICU,ICU - Zone A
SCH00001074,STF7450,Nurse Jones,PA,2026-01-21,07:00,15:00,ICU,ICU - Zone A
SCH00001075,STF5701,Dr. Brown,Resident,2026-01-21,07:00,15:00,ICU,ICU - Zone C
SCH00001076,STF8069,Nurse Jones,NP,2026-01-21,19:00,07:00,ICU,ICU - Zone C
SCH00001077,STF4089,Nurse Smith,Physician,2026-01-21,23:00,07:00,ICU,ICU - Zone B
SCH00001078,STF5952,Nurse Johnson,Physical Therapist,2026-01-21,15:00,23:00,ICU,ICU - Zone A
SCH00001079,STF3121,Nurse Smith,CNA,2026-01-21,15:00,23:00,ICU,ICU - Zone A
SCH00001080,STF2449,Dr. Brown,Resident,2026-01-21,19:00,07:00,ICU,ICU - Zone B
SCH00001081,STF3251,Nurse Williams,PA,2026-01-21,23:00,07:00,ICU,ICU - Zone C
SCH00001082,STF3478, Smith,LPN,2026-01-21,23:00,07:00,ICU,ICU - Zone C
SCH00001083,STF9745, Smith,Pharmacist,2026-01-21,23:00,07:00,ICU,ICU - Zone C
SCH00001084,STF3416,Dr. Jones,Physician,2026-01-21,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00001085,STF7230, Williams,Resident,2026-01-21,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00001086,STF4922,Dr. Williams,CNA,2026-01-21,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00001087,STF1943,Dr. Johnson,PA,2026-01-21,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00001088,STF5271,Dr. Smith,Physician,2026-01-21,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00001089,STF2289,Nurse Smith,PA,2026-01-21,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00001090,STF7125, Brown,Resident,2026-01-21,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00001091,STF5400,Nurse Jones,Pharmacist,2026-01-21,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00001092,STF5395,Dr. Brown,PA,2026-01-21,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00001093,STF7073,Nurse Brown,Physical Therapist,2026-01-21,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00001094,STF9237,Dr. Williams,NP,2026-01-21,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00001095,STF3072,Nurse Williams,LPN,2026-01-21,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00001096,STF1362,Nurse Jones,Respiratory Therapist,2026-01-21,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00001097,STF6019,Dr. Brown,Respiratory Therapist,2026-01-21,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00001098,STF3336,Nurse Brown,PA,2026-01-21,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00001099,STF5949,Dr. Smith,Pharmacist,2026-01-21,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00001100,STF8425,Nurse Jones,Resident,2026-01-21,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00001101,STF2944,Dr. Williams,Resident,2026-01-21,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00001102,STF1862,Dr. Johnson,Resident,2026-01-21,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00001103,STF3579,Nurse Williams,NP,2026-01-21,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00001104,STF4497,Nurse Johnson,RN,2026-01-21,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00001105,STF8502,Dr. Smith,Physician,2026-01-21,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00001106,STF9751,Nurse Johnson,LPN,2026-01-21,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00001107,STF2970, Brown,LPN,2026-01-21,07:00,15:00,Pediatrics,Pediatrics - Zone C
SCH00001108,STF2513,Dr. Johnson,Respiratory Therapist,2026-01-21,07:00,15:00,Pediatrics,Pediatrics - Zone B
SCH00001109,STF6943, Brown,Resident,2026-01-21,19:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00001110,STF5255,Dr. Brown,Resident,2026-01-21,15:00,23:00,Pediatrics,Pediatrics - Zone A
SCH00001111,STF4178, Brown,CNA,2026-01-21,07:00,19:00,Pediatrics,Pediatrics - Zone C
SCH00001112,STF6594,Nurse Brown,CNA,2026-01-21,19:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00001113,STF3163, Williams,Physical Therapist,2026-01-21,15:00,23:00,Pediatrics,Pediatrics - Zone B
SCH00001114,STF7663,Dr. Smith,Physician,2026-01-21,19:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00001115,STF5565, Williams,RN,2026-01-21,07:00,19:00,Pediatrics,Pediatrics - Zone C
SCH00001116,STF3498,Dr. Williams,Pharmacist,2026-01-21,23:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00001117,STF6332,Dr. Johnson,Respiratory Therapist,2026-01-21,07:00,19:00,Pediatrics,Pediatrics - Zone A
SCH00001118,STF8927,Nurse Johnson,CNA,2026-01-21,19:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00001119,STF6239,Nurse Smith,Pharmacist,2026-01-21,19:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00001120,STF5933,Dr. Johnson,Physician,2026-01-21,23:00,07:00,Pediatrics,Pediatrics - Zone C
SCH00001121,STF9668,Dr. Johnson,LPN,2026-01-21,15:00,23:00,Emergency Department,Emergency Department - Zone A
SCH00001122,STF2992,Nurse Williams,Physician,2026-01-21,15:00,23:00,Emergency Department,Emergency Department - Zone C
SCH00001123,STF3525, Smith,Respiratory Therapist,2026-01-21,15:00,23:00,Emergency Department,Emergency Department - Zone A
SCH00001124,STF4055,Nurse Johnson,Physical Therapist,2026-01-21,15:00,23:00,Emergency Department,Emergency Department - Zone A
SCH00001125,STF7119, Johnson,Physical Therapist,2026-01-21,07:00,15:00,Emergency Department,Emergency Department - Zone C
SCH00001126,STF4844, Brown,CNA,2026-01-21,19:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00001127,STF4716, Jones,Physical Therapist,2026-01-21,19:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00001128,STF3855,Nurse Johnson,RN,2026-01-21,07:00,15:00,Emergency Department,Emergency Department - Zone B
SCH00001129,STF6800,Nurse Brown,Physician,2026-01-21,19:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00001130,STF2427,Nurse Brown,Respiratory Therapist,2026-01-21,07:00,15:00,Emergency Department,Emergency Department - Zone A
SCH00001131,STF2501,Dr. Jones,RN,2026-01-21,23:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00001132,STF4070,Dr. Jones,NP,2026-01-21,23:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00001133,STF3595,Dr. Smith,Physician,2026-01-21,15:00,23:00,Emergency Department,Emergency Department - Zone A
SCH00001134,STF9050,Dr. Williams,LPN,2026-01-21,19:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00001135,STF4641,Dr. Smith,Respiratory Therapist,2026-01-21,23:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00001136,STF9077,Nurse Brown,NP,2026-01-21,07:00,15:00,Emergency Department,Emergency Department - Zone C
SCH00001137,STF8839,Nurse Johnson,Physician,2026-01-21,07:00,15:00,Emergency Department,Emergency Department - Zone B
SCH00001138,STF3378,Dr. Johnson,Physician,2026-01-21,19:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00001139,STF3644,Dr. Jones,Respiratory Therapist,2026-01-21,07:00,19:00,Emergency Department,Emergency Department - Zone C
SCH00001140,STF5784, Jones,Resident,2026-01-21,19:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00001141,STF3527,Nurse Brown,CNA,2026-01-21,19:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00001142,STF1936,Nurse Johnson,NP,2026-01-21,19:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00001143,STF1807, Brown,NP,2026-01-21,19:00,07:00,Telemetry,Telemetry - Zone C
SCH00001144,STF5008,Dr. Williams,LPN,2026-01-21,07:00,19:00,Telemetry,Telemetry - Zone C
SCH00001145,STF7501,Dr. Smith,Pharmacist,2026-01-21,07:00,15:00,Telemetry,Telemetry - Zone A
SCH00001146,STF8955,Nurse Smith,PA,2026-01-21,19:00,07:00,Telemetry,Telemetry - Zone C
SCH00001147,STF6307,Dr. Johnson,CNA,2026-01-21,07:00,19:00,Telemetry,Telemetry - Zone C
SCH00001148,STF7313,Dr. Jones,CNA,2026-01-21,15:00,23:00,Telemetry,Telemetry - Zone C
SCH00001149,STF5699, Brown,NP,2026-01-21,19:00,07:00,Telemetry,Telemetry - Zone C
SCH00001150,STF6986, Williams,NP,2026-01-21,07:00,19:00,Telemetry,Telemetry - Zone B
SCH00001151,STF8801,Nurse Jones,RN,2026-01-21,07:00,15:00,Telemetry,Telemetry - Zone B
SCH00001152,STF2191,Dr. Brown,CNA,2026-01-21,07:00,19:00,Telemetry,Telemetry - Zone B
SCH00001153,STF5385, Williams,LPN,2026-01-21,07:00,19:00,Telemetry,Telemetry - Zone C
SCH00001154,STF6405, Smith,NP,2026-01-21,07:00,15:00,Telemetry,Telemetry - Zone A
SCH00001155,STF7159,Nurse Brown,Physical Therapist,2026-01-21,19:00,07:00,Telemetry,Telemetry - Zone C
SCH00001156,STF9964,Dr. Brown,Pharmacist,2026-01-21,07:00,15:00,Telemetry,Telemetry - Zone A
SCH00001157,STF1008,Dr. Brown,CNA,2026-01-21,07:00,19:00,Telemetry,Telemetry - Zone B
SCH00001158,STF3593, Brown,RN,2026-01-21,07:00,19:00,Telemetry,Telemetry - Zone C
SCH00001159,STF2574,Nurse Smith,CNA,2026-01-21,07:00,19:00,Telemetry,Telemetry - Zone A
SCH00001160,STF4306,Nurse Jones,Physical Therapist,2026-01-21,19:00,07:00,Telemetry,Telemetry - Zone C
SCH00001161,STF7611, Brown,Pharmacist,2026-01-21,23:00,07:00,Telemetry,Telemetry - Zone C
SCH00001162,STF7651,Nurse Johnson,RN,2026-01-21,23:00,07:00,Telemetry,Telemetry - Zone C
SCH00001163,STF2215,Nurse Johnson,CNA,2026-01-21,15:00,23:00,Telemetry,Telemetry - Zone B
SCH00001164,STF4037,Nurse Smith,CNA,2026-01-21,15:00,23:00,Oncology,Oncology - Zone C
SCH00001165,STF8542, Jones,PA,2026-01-21,23:00,07:00,Oncology,Oncology - Zone C
SCH00001166,STF8784,Dr. Johnson,Respiratory Therapist,2026-01-21,15:00,23:00,Oncology,Oncology - Zone B
SCH00001167,STF6058,Dr. Brown,Physician,2026-01-21,07:00,19:00,Oncology,Oncology - Zone C
SCH00001168,STF6387, Jones,Resident,2026-01-21,19:00,07:00,Oncology,Oncology - Zone A
SCH00001169,STF6486,Dr. Smith,CNA,2026-01-21,19:00,07:00,Oncology,Oncology - Zone A
SCH00001170,STF3597,Nurse Smith,LPN,2026-01-21,23:00,07:00,Oncology,Oncology - Zone A
SCH00001171,STF6719,Nurse Jones,Pharmacist,2026-01-21,15:00,23:00,Oncology,Oncology - Zone B
SCH00001172,STF8472, Smith,Resident,2026-01-21,15:00,23:00,Oncology,Oncology - Zone A
SCH00001173,STF1019,Nurse Brown,CNA,2026-01-21,15:00,23:00,Oncology,Oncology - Zone C
SCH00001174,STF6016,Nurse Brown,Resident,2026-01-21,23:00,07:00,Oncology,Oncology - Zone C
SCH00001175,STF7568, Brown,Resident,2026-01-21,23:00,07:00,Oncology,Oncology - Zone B
SCH00001176,STF2458,Nurse Brown,NP,2026-01-21,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00001177,STF1553,Dr. Brown,Resident,2026-01-21,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00001178,STF5002,Dr. Brown,PA,2026-01-21,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00001179,STF4263,Nurse Williams,RN,2026-01-21,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00001180,STF7989,Nurse Smith,Physical Therapist,2026-01-21,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00001181,STF2800, Brown,Physical Therapist,2026-01-21,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00001182,STF4649, Williams,PA,2026-01-21,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00001183,STF8634,Nurse Smith,RN,2026-01-21,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00001184,STF3646,Nurse Johnson,Respiratory Therapist,2026-01-21,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00001185,STF7988,Nurse Jones,Resident,2026-01-21,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00001186,STF5751, Williams,Respiratory Therapist,2026-01-21,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00001187,STF7446, Brown,PA,2026-01-21,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00001188,STF5063,Nurse Johnson,Resident,2026-01-21,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00001189,STF6036, Smith,Resident,2026-01-21,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00001190,STF7480,Dr. Jones,Physical Therapist,2026-01-21,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00001191,STF4972,Nurse Williams,Resident,2026-01-21,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00001192,STF4709,Nurse Smith,Physical Therapist,2026-01-21,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00001193,STF9615,Dr. Smith,Respiratory Therapist,2026-01-21,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00001194,STF6377, Brown,Respiratory Therapist,2026-01-21,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00001195,STF9735,Dr. Johnson,Respiratory Therapist,2026-01-22,23:00,07:00,ICU,ICU - Zone B
SCH00001196,STF3583,Nurse Johnson,LPN,2026-01-22,07:00,19:00,ICU,ICU - Zone C
SCH00001197,STF2002,Dr. Brown,CNA,2026-01-22,07:00,19:00,ICU,ICU - Zone B
SCH00001198,STF6354,Dr. Williams,Resident,2026-01-22,23:00,07:00,ICU,ICU - Zone B
SCH00001199,STF7763, Johnson,PA,2026-01-22,07:00,15:00,ICU,ICU - Zone B
SCH00001200,STF3058,Dr. Williams,RN,2026-01-22,19:00,07:00,ICU,ICU - Zone A
SCH00001201,STF5557,Nurse Smith,Physical Therapist,2026-01-22,15:00,23:00,ICU,ICU - Zone B
SCH00001202,STF3431,Dr. Smith,Physical Therapist,2026-01-22,19:00,07:00,ICU,ICU - Zone C
SCH00001203,STF3317,Dr. Johnson,PA,2026-01-22,07:00,19:00,ICU,ICU - Zone A
SCH00001204,STF8560, Jones,PA,2026-01-22,15:00,23:00,ICU,ICU - Zone B
SCH00001205,STF7416,Nurse Brown,Physician,2026-01-22,07:00,15:00,ICU,ICU - Zone C
SCH00001206,STF1037, Jones,Respiratory Therapist,2026-01-22,15:00,23:00,ICU,ICU - Zone A
SCH00001207,STF4578,Nurse Jones,LPN,2026-01-22,07:00,15:00,ICU,ICU - Zone C
SCH00001208,STF5888,Nurse Brown,Physician,2026-01-22,07:00,15:00,ICU,ICU - Zone C
SCH00001209,STF7355,Dr. Jones,Physician,2026-01-22,07:00,19:00,ICU,ICU - Zone A
SCH00001210,STF7078,Dr. Johnson,RN,2026-01-22,19:00,07:00,ICU,ICU - Zone B
SCH00001211,STF3581,Dr. Williams,CNA,2026-01-22,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00001212,STF8495,Nurse Johnson,Resident,2026-01-22,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
